@relation 20_norm_email_features

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_hume_all numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute inter_vt_all numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute time_seg numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute time_seg.1 numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute fg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute fg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute fg_communicability_betweenness_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute fg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_avg_shortest_paths_x numeric
@attribute pg_avg_shortest_paths_y numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute pg_degree numeric
@attribute fg_degree numeric
@attribute Status {Research,PM,GradStudent,Director,Operations,Outreach}

@data
0.009461,0.036585,0.5769,0.024206,0.718003,0.070164,0.190647,0.445933,0.098253,0.780374,0.034422,0.002784,0.242183,0.014085,0.8333,0.003795,0.3333,0.020548,0.091035,0.135135,1,0.030837,0.933397,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.32,0.41,0.85,0.643836,0.76,0.012394,0.8462,0.004111,0.177455,0.091067,0.935042,0.010733,0.064958,0.192587,0.004757,0,0.219881,0.494655,0.009908,0.156691,0.008163,0.346183,0.084548,0.604132,0.015789,0.346183,0.037037,0.104251,0.009951,0.073733,0.036176,0.001174,0.048013,0.039216,0.181818,0.006686,0.5385,0,0,0.025339,0.281975,0.014493,0.056,0,0,0.536156,0,0.53492,0.071732,0,0.888889,0.81165,0,0.78022,0.606254,0.804577,0.037037,0.186047,0.267357,0.918694,0,0.044971,0.003459,0.112566,0.004836,0.173659,0,0.683311,1,0.75,0.028457,0.025198,0.80829,0.839817,0.02381,0.037313,0.037037,0.186047,GradStudent
0.024381,0.060976,0.3731,0.034796,0.400537,0.091024,0.140288,0.22215,0.087336,0.480863,0.053015,0,0,0,0,0,0,0.121005,0.415946,0.378378,0.475522,0.145374,0.74715,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.82,0.86,0.97,0.90411,0.94,0.030986,0.8209,0.012333,0.206646,0.074588,0.526044,0.103757,0.473956,0.30804,0.119557,0,1,0.171196,1,0.11601,0.02449,0.40303,0.125364,0.694609,0.042105,0.358182,0.259259,0.565424,0.024788,0.092418,0.053848,0.028169,0.086093,0.352941,0.284091,0.022923,0.7164,0.026667,0.191576,0.073303,0.632606,0.123188,0.36992,0,0,0.407367,0,0.613128,0.071457,0.033512,0.716049,0.850686,0.866667,0.792023,0.78221,0.914,0.222222,0.337209,0.709853,0.971047,0.01534,0.121233,0.098601,0.447041,0.1313,0.562126,0.634654,0.59446,1,0.75,0.050887,0.049797,0.720207,0.727689,0.047619,0.134328,0.222222,0.337209,Research
0.005459,0.021951,0.6,0.001513,0.077821,0.017699,0.017986,0.192094,0.002183,0,0.010804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.39,0.39,0.6,0.246575,0.5,0.001127,0.1333,0.013361,1,0.002602,0,0.044723,1,1,0.119492,0,0.020028,0,0.000024,0.0107,0,0,0.008746,0.229874,0,0,0.022222,0.229874,0.00925,0.031142,0.018764,0,0.009934,0,0.193182,0.007163,1,0,0,0.024434,1,0.007246,0.10336,0,0,0.114515,0,0,0.000201,0,0.62963,0.576699,0,0.833333,0.664589,0.549279,0.037037,0.069767,0.266759,0.854233,0,0.038623,0.002402,0.009003,0.003414,0.01452,0,1,1,0.75,0.028212,0.016634,0.834197,0.954233,0.02381,0.014925,0.037037,0.069767,GradStudent
0.001092,0.007317,1,0.003026,0.777856,0.007585,0,0.128825,0.007642,0.602599,0.003769,0,0,0,0,0,0,0.02968,1,0.054054,0.276818,0.039648,0.830793,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.001127,0.6667,0.001028,0.384562,0.010408,0.928666,0,0.071334,0.2,0.009005,0,0.043093,0.142348,0.000001,0.049125,0.002721,1,0.017493,0.949893,0.005263,1,0.044444,0.949893,0.001234,0.008646,0.004287,0.003521,0.003311,0.980392,0.238636,0.001433,1,0,0,0.00905,0.765442,0.021739,0.64,0,0,0,0,0.141315,0.041747,0,0.962963,0.970319,0,1,0.592979,0.801754,0.037037,0.081395,0.319493,0.828526,0,0.0195,0.003282,0.022539,0.004977,0.03831,0,0.429753,1,0.75,0.028445,0.014936,0.834197,0.83524,0.02381,0.007463,0.037037,0.081395,GradStudent
0.239083,0.22439,0.14,0.396369,0.46529,0.475348,0.417266,0.082653,0.473799,0.497794,0.35402,0.227378,0.782581,0.219718,0.1592,0.351044,0.3776,0.493151,0.330103,0.810811,0.25,0.568282,0.716669,0.888889,0.358824,0.888889,1,1,0.5,0,0,0,0,0,0,0.84,0.74,0.79,0.96,0.849315,0.92,0.309859,0.8371,0.109969,0.187954,0.486557,0.702995,0.341682,0.297005,0.20372,0.058303,0,0.206475,0.382113,0.025664,0.327373,0.213605,0.358482,0.341108,0.368084,0.347368,0.301335,0.622222,0.264308,0.239083,0.475256,0.353976,0.122066,0.528146,0.156863,0.352273,0.196753,0.6271,0.066667,0.048749,0.336652,0.565672,0.34058,0.19936,0,0,0.352799,0,0.618551,0.078055,1,0.410151,0.602088,0.259259,0.399129,0.965478,0.859023,1,0.616279,0.968625,0.995619,0.675049,0.137346,0.661527,0.832187,0.925751,0.872626,0.345062,0.520902,0.75,0.5,0.428567,0.260756,0.512953,0.624714,0.571429,0.80597,1,0.616279,Research
0.202693,0.180488,0.1329,0.248109,0.343484,0.579014,0.298561,0.012959,0.517467,0.426493,0.370101,0.004176,0.016999,0.025352,1,0.003795,0.2222,0.538813,0.296296,0.567568,0.160187,0.603524,0.696628,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.68,0.71,0.91,0.863014,0.9,0.174648,0.5566,0.253854,0.511596,0.435386,0.465656,0.740608,0.534344,0.321507,0.016,0,0.275889,0.33033,0.033497,0.10919,0.185034,0.366282,0.437318,0.387556,0.265789,0.271936,0.859259,0.299691,0.202692,0.578943,0.370057,0.575117,0.771523,0.862745,0.443182,0.145177,0.5458,0.293333,0.253368,0.447059,0.617107,0.463768,0.22272,0,0,0.39678,0,0.556522,0.284848,0.236176,0.664488,0.65328,0.639706,0.44878,0.879381,0.868821,0.62963,0.476744,0.963528,0.995436,0.242254,0.111867,0.618274,0.553063,0.751817,0.693297,0.38119,0.619147,0.75,0.75,0.279235,0.237068,0.53886,0.670481,0.428571,0.335821,0.62963,0.476744,PM
0.118268,0.102439,0.1292,0.1059,0.251313,0.217446,0.165468,0.064794,0.254367,0.618576,0.16809,0,0,0,0,0,0,0.253425,0.369101,0.432432,0.259359,0.321586,0.789272,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.68,0.81,0.99,0.986301,0.99,0.157183,0.8585,0.047276,0.163263,0.221162,0.69686,0.159213,0.30314,0.48148,0.036314,0,0.154499,0.198498,0.006417,0.069131,0.042177,0.143093,0.072886,0.170981,0.078947,0.138443,0.118519,0.109475,0.122277,0.224751,0.173758,0.388498,0.201987,1,0.272727,0.030564,0.1969,0.675556,1,0.133937,0.489667,0.152174,0.1936,0,0,0.416337,0,0.47208,0.283834,0.585654,0.780423,0.724571,0.89011,0.56006,0.930715,0.915832,0.518519,0.453488,0.904275,0.988979,0.061035,0.086642,0.5666,0.596577,0.660469,0.708376,0.39482,0.543461,0.75,0.75,0.121863,0.122854,0.554404,0.670481,0.380952,0.313433,0.518519,0.453488,Operations
0.029476,0.056098,0.284,0.04236,0.403337,0.067636,0.089928,0.188174,0.070961,0.544772,0.047236,0.029234,0.816159,0.059155,0.3333,0.039848,0.3333,0.084475,0.388139,0.378378,0.681066,0.096916,0.713549,0.111111,0.361765,0.111111,1,0.25,1,0.333333,0.1456,0.333333,1,0.333333,1,0.99,0.96,0.97,1,0.986301,0.99,0.040563,0.8889,0.00925,0.128187,0.07719,0.801155,0.0322,0.198845,0.245453,0.020508,0,0.238625,0.215285,0.014345,0.061477,0.019048,0.259187,0.046647,0.345524,0.034211,0.240738,0.103704,0.302303,0.029477,0.067478,0.047171,0.016432,0.059603,0.166667,0.261364,0.018625,0.4815,0.008889,0.052812,0.054299,0.626292,0.028986,0.11648,0,0,0.32348,0,0.572656,0.22359,0,0.91358,0.780947,1,0.637097,0.709356,0.93456,0.111111,0.372093,0.657203,0.975698,0.021518,0.029496,0.026666,0.462402,0.042649,0.592065,0.281565,0.568375,1,0.75,0.05125,0.063814,0.699482,0.704805,0.02381,0.291045,0.111111,0.372093,Research
0.199782,0.192683,0.1439,0.175492,0.246529,0.222503,0.208633,0.098116,0.191048,0.405509,0.226382,0.022274,0.09171,0.042254,0.3125,0.026565,0.2917,0.317352,0.451713,0.351351,0.168287,0.409692,0.802952,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.72,0.66,0.86,0.794521,0.86,0.192676,0.623,0.212744,0.434983,0.215958,0.656442,0.184258,0.343558,0.35024,0.058043,0,0.340955,0.230961,0.016602,0.138629,0.010884,0.021899,0.06414,0.147233,0.013158,0.013649,0.148148,0.133697,0.206554,0.229977,0.234029,0.260563,0.208609,0.392157,0.272727,0.180993,0.6903,0.315556,0.276459,0.213575,0.763261,0.23913,0.2976,0,0,0.202225,0,0.295704,0.296459,0.011968,0.72428,0.65205,0.694444,0.428571,0.695475,0.829401,0.333333,0.418605,0.948831,0.994481,0.099148,0.136888,0.200752,0.403969,0.281433,0.576719,0.574989,0.611719,0.75,0.75,0.19698,0.220531,0.632124,0.681922,0.095238,0.186567,0.333333,0.418605,Outreach
0.054221,0.063415,0.1745,0.057489,0.297515,0.133375,0.104317,0.073832,0.128821,0.481817,0.090452,0.065893,1,0.070423,0.1761,0.068311,0.2535,0.116438,0.274951,0.27027,0.352952,0.145374,0.776551,0,0,0,0,0,0,0.333333,0.0752,0.333333,1,0.333333,1,0.97,0.96,0.97,1,0.972603,0.99,0.069296,0.8255,0.026721,0.201338,0.11882,0.587273,0.132379,0.412727,0.32568,0.060065,0,0.126695,0.171102,0.008182,0.058615,0.014966,0.110694,0.104956,0.39943,0.028947,0.110694,0.244444,0.366184,0.054221,0.133228,0.09039,0.025822,0.10596,0.147059,0.215909,0.052531,0.7383,0.022222,0.071841,0.117647,0.697474,0.072464,0.14944,0,0,0.557475,0,0.968446,0.082645,0.148408,0.730159,0.861489,0.857143,0.796296,0.838741,0.854206,0.259259,0.348837,0.807315,0.982048,0.033854,0.057484,0.121445,0.478085,0.171706,0.593801,0.366868,0.516394,1,0.75,0.07352,0.072265,0.668394,0.700229,0.047619,0.223881,0.259259,0.348837,Research
