fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,pg_load_centrality,fg_load_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths,pg_max_shortest_paths,fg_avg_shortest_paths,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,Status
0.104695714,0.06934393,0.201731816,0.315213471,0.360251235,0.428689217,0.489247312,0.489599384,0.535211268,0.626865672,0.928415405,0.083093885,0.526163862,0.648550707,0.667373738,0.0693167,0.104714627,0.157997263,0.144637184,0,0.073977897,0.068813737,0.026874704,0.026874704,0.025372505,0.025372505,0.333333333,0,0.378787879,0,0.356060606,0.495522388,Research
0.010525199,0.000100237,0.547630829,0.538516477,0.936070592,0.78977519,0.179213519,0.146780303,0.070422535,0.23880597,0.547807911,0.005345869,0.025285026,0.170024947,0.045931615,0.000100274,0.010573866,0.605616407,0.62739911,1,0.00771527,0.009096033,0.000709056,0.000709056,0.001417209,0.001417209,0.686868687,1,0.772727273,0,0.007575758,0.026865672,GradStudent
0.067170093,0.013364916,0.351768793,0.397314382,0.689170812,0.548910535,0.393939394,0.369047619,0.408450704,0.507462687,0.933375696,0.105089395,0.449954867,0.502328739,0.589100392,0.013368014,0.067182226,0.217215094,0.322710597,0,0.069532446,0.07097751,0.046967801,0.046967801,0.046144337,0.046144337,0.424242424,0,0.5,0,0.21969697,0.152238806,Research
0.253139728,0.021878129,0.278000535,0.192098929,0.583092838,0.260663412,0.374485597,0.556220096,0.38028169,0.686567164,0.978610304,0.166292427,0.335271523,0.64253326,0.474511238,0.021945103,0.253264475,0.522134995,0.153651507,0,0.176851374,0.179726034,0.426118197,0.426118196,0.426411985,0.426411984,0.444444444,0,0.318181818,0,0.098484848,0.420895522,Operations
0.001764969,8.77E-05,0.648643786,0.689340745,0.97559059,0.915052817,0.237407184,0.084545455,0.126760563,0.119402985,0.654416981,0.005816821,0.078869357,0.073628118,0.13720211,8.77E-05,0.001765288,0.45880205,0.904116231,0,0.010688738,0.010829129,0.003285075,0.003285075,0.003904269,0.003904269,0.606060606,0,0.863636364,0,0.007575758,0.017910448,GradStudent
0.005983932,0,0.585815603,0.583505291,1,0.838563993,0.207559466,0.125466999,0.112676056,0.208955224,0.584680906,0.066269618,0.054612568,0.146957865,0.093341604,0,0.005985013,0.632642434,0.617598234,1,0.011591965,0.011305047,0.002448189,0.002448189,0.002233151,0.002233151,0.646464646,1,0.803030303,0,0,0.023880597,Research
0.00356719,6.68E-05,0.677321458,0.592665,0.970166276,0.909868936,0.222288242,0.168693982,0.112676056,0.268656716,0.577690761,0.006255613,0.065362833,0.224486444,0.115125383,6.68E-05,0.003567834,0.526633868,0.600041301,1,0.008567755,0.009537158,0.001428064,0.001428064,0.001658759,0.001658759,0.626262626,1,0.742424242,0,0.007575758,0.059701493,GradStudent
0.686482069,1,0,0.026926623,0,0.032008946,1,0.949282297,1,0.970149254,0.987336186,0.470591746,1,0.956574579,1,1,0.686481103,0.082089137,0.031816672,0,0.327999941,0.286132246,0.09166593,0.09166593,0.09132439,0.09132439,0,0,0.03030303,0,1,0.779104478,Operations
0.013247498,0.006401404,0.44855682,0.531894327,0.752694134,0.790123807,0.310712761,0.202746893,0.253521127,0.313432836,0.815992675,0.016307234,0.213559286,0.261983821,0.336483782,0.00649155,0.013249891,0.338529231,0.534473995,0,0.022753655,0.019604328,0.017295697,0.017295697,0.01652502,0.01652502,0.515151515,0,0.696969697,0,0.068181818,0.056716418,Research
0.052801188,0.028816929,0.342856151,0.339354337,0.568196107,0.521397616,0.302112029,0.314335664,0.23943662,0.447761194,0.843901341,0.037875706,0.142916562,0.36853802,0.244240397,0.02955041,0.052833483,0.326783641,0.232498164,0,0.036087024,0.034159816,0.011000809,0.011000809,0.011346638,0.011346638,0.525252525,0,0.560606061,0,0.053030303,0.271641791,GradStudent
