pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,total_sent_signed_perc,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,total_rec_signed_perc,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,total_sent_encrypted,total_sent_encrypted_perc,unique_addresses_sent_encrypted,unique_add_sent_perc_encrypted,unique_subjects_sent_encrypted,unique_sub_sent_perc_encrypted,total_received_encrypted,total_rec_encrypted_perc,unique_addresses_received_encrypted,unique_add_rec_perc_encrypted,unique_subjects_received_encrypted,unique_sub_rec_perc_encrypted,inter_hume_sent,inter_hume_sent_perc,inter_hume_rec,inter_hume_rec_perc,inter_vt_sent,inter_vt_sent_perc,inter_vt_rec,inter_vt_rec_perc,sent_to,sent_to_perc,sent_cc,sent_cc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,avg_recipients_sent,avg_recipients_rec,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,Status
mlerch,0.00066874,0.004006678,0.638612305,0.001098729,0.549899866,0.004889323,0.013798112,0.761815336,0.005216484,0.681643132,0.001476705,0,0,0,0,0,0,0.002595717,0.101664685,0.019230769,0.75,0.003521127,1,0,0,0,0,0,0,0,0,0,0,0,0,0.001851107,0.808988764,0.006629664,0.835164835,0.000838106,0.75,0.005327966,0.793650794,0.000552639,0.175119617,0.001269358,0.824880383,0.003015764,0.265610941,0.007868383,0.734389059,0.150371429,0.041567512,0.050751694,0.111761248,0.004010666,0.00819252,0.00017872,0.127986137,0.003959089,0.357594137,0.000560748,0.138475961,0.005110733,0.427897375,0.001011698,0.007407433,0.002413549,0.000273473,0.002741729,0.1,0.428571429,0.000949796,0.7241,0.000923788,0.136877604,0.003775168,0.624170616,0.002506266,0.131822863,0.081741855,0.527060226,0.00175642,0.392734039,GradStudent
mlgood3,0.085799311,0.074123539,0.045068651,0.101475436,0.468457944,0.483509645,0.221496006,0.015962441,0.435185185,0.284724005,0.19664788,0.002682348,0.013384575,0.011958146,0.6154,0.004462072,0.6923,0.909149903,0.508323424,0.269230769,0.03,0.892605634,0.7238,0.16,0.04519774,0.16,1,0.210526316,1,0.181818182,0.014285714,0.181818182,1,0.2,1,0.179074447,0.842696629,0.71168671,0.835164835,0.114773944,0.928571429,0.60632252,0.904761905,0.071787787,0.212121212,0.107641533,0.787878788,0.316655243,0.041569192,0.746065808,0.958430808,0.164828571,0.046469219,0.353233655,0.065918883,0.111025401,0.002239297,0.01983796,0.16004456,0.362916529,0.381854941,0.054205607,0.150796839,0.537762635,0.487171926,0.091995458,0.518981764,0.210885633,0.175934366,0.52823981,0.75,0.660714286,0.089642696,0.7697,0.084526559,0.141043444,0.500699105,0.75371248,0.656641604,0.493820803,0.157852512,0.319922902,0.38081603,0.358260195,Director
mryan91,0.003477447,0.013355593,0.387800021,0.006670852,0.914052069,0.019290604,0.050835149,0.803755869,0.021778821,0.707317073,0.007531195,0.000619003,0.070368407,0.004484305,1,0.001239465,0.8333,0.034393251,0.437574316,0.051282051,0.1509,0.033450704,0.717,0.16,1,0.16,1,0.210526316,1,0.181818182,0.296428571,0.181818182,1,0.2,1,0.004185111,0.404494382,0.016034536,0.483516484,0.003678354,0.571428571,0.021075065,0.746031746,0.004531639,0.618979266,0.002284844,0.381020734,0.027141878,0.915601943,0.004530281,0.084398057,0.043742857,0.00756596,0.132708979,0.102248954,0.032055935,0.003972167,0.001906351,0.350538433,0.011877268,0.282284559,0.002429907,0.154010982,0.007382169,0.171040991,0.007634673,0.04283474,0.017088694,0.0023701,0.013708646,0.23,0.392857143,0.002758933,0.5398,0.004157044,0.157905178,0.010626398,0.331595577,0.005012531,0.085993821,0.09790891,0.512103824,0.312421573,0.436928598,GradStudent
odge,0.122880931,0.110183639,0.047793732,0.096295715,0.185914553,0.206062761,0.159041394,0.137089202,0.193922796,0.359435173,0.147129039,0.214381512,0.74754837,0.180119581,0.116,0.164600892,0.3195,0.541207008,0.706103845,0.326923077,0.0612,0.548415493,0.747,0,0,0,0,0,0,0.272727273,0.046428571,0.272727273,1,0.2,0.6667,0.212313883,0.685393258,0.26919519,0.736263736,0.150020953,0.785714286,0.253729576,0.888888889,0.075711523,0,0.195481087,1,0.172172721,0.255173655,0.253218884,0.744826345,0.242942857,0.030043973,0.335234911,0.06254582,0.0919139,0.002651785,0.021029429,0.118579032,0.133619268,0.31210513,0.048037383,0.09347797,0.169222033,0.353583014,0.160742712,0.270234262,0.192687571,0.171558797,0.21093036,0.51,0.607142857,0.106060606,0.6365,0.211547344,0.24657806,0.210850112,0.742654028,0.228070175,0.400102987,0.215435696,0.459775076,0.414161683,0.391478434,PM
oshea,0.051258903,0.039065109,0.036159732,0.05744781,0.423564753,0.160814295,0.103848947,0.089827856,0.155842462,0.409499358,0.081883291,0.000722171,0.005963424,0.004484305,0.8571,0.001239465,0.7143,0.423101882,0.705311138,0.237179487,0.0567,0.424295775,0.7393,0.68,0.310734463,0.68,1,0.789473684,0.8824,0.363636364,0.078571429,0.363636364,1,0.4,1,0.11195171,0.887640449,0.235121801,0.824175824,0.065930996,0.857142857,0.189557187,0.825396825,0.058082343,0.496331738,0.041211813,0.503668262,0.16408499,0.469857837,0.145922747,0.530142163,0.129514286,0.024055872,0.143852899,0.056503369,0.026685862,0.001716715,0.021446443,0.289020918,0.113163972,0.349001769,0.061682243,0.286594348,0.161272005,0.436449425,0.071928368,0.226296214,0.115158431,0.029535096,0.126850667,0.21,0.410714286,0.05468114,0.784,0.019399538,0.053957548,0.158137584,0.703633491,0.112781955,0.252832132,0.161447189,0.420818715,0.543886535,0.586514726,Research
pudavid,0.011602635,0.028380634,0.222722985,0.019934076,0.829272363,0.092719353,0.139433551,0.414397496,0.087376109,0.368677792,0.033841156,0.010316723,0.372250199,0.025411061,0.34,0.020327219,0.82,0.10577547,0.303012287,0.115384615,0.1104,0.103873239,0.7239,0.32,0.63559322,0.32,1,0.368421053,0.875,0.363636364,0.135714286,0.363636364,1,0.4,1,0.018672032,0.606741573,0.06537157,0.362637363,0.014853099,0.857142857,0.073762728,0.380952381,0.018513401,0.923763955,0.001438605,0.076236045,0.126113777,0.861975886,0.029327611,0.138024114,0.030171429,0.00689343,0.196189044,0.191647182,0.055330019,0.008920061,0.007804122,0.455501919,0.115803365,0.71089209,0.014392523,0.289674568,0.057921635,0.264818638,0.01705807,0.136359221,0.049891846,0.004193254,0.028513983,0.13,0,0.009678878,0.6011,0.001847575,0.022217814,0.051174497,0.281832543,0.023809524,0.091658084,0.085259259,0.567217487,0.281074448,0.401755905,GradStudent
rchase,0.008158625,0.023372287,0.27083115,0.013420185,0.770360481,0.041514801,0.061002179,0.400938967,0.045644236,0.645442875,0.017129778,0.005674198,0.288099655,0.016442451,0.4,0.009419931,0.6909,0.120700844,0.752279033,0.166666667,0.1398,0.125,0.7634,0.04,0.11299435,0.04,1,0.052631579,1,0.454545455,0.364285714,0.454545455,1,0.4,0.8,0.015291751,0.719101124,0.064292322,0.89010989,0.010848815,0.910714286,0.053279659,0.952380952,0.011771208,0.773046252,0.003046458,0.226953748,0.053187114,0.775598344,0.018836433,0.224401656,0.035542857,0.005431971,0.145221852,0.045113669,0.031027388,0.003264074,0.000536161,0.04406486,0.007588255,0.005812484,0.001308411,0.037096558,0.011357183,0.112651135,0.009650247,0.049263767,0.020349624,0.001823154,0.026868945,0.08,0.303571429,0.006196291,0.5415,0.005080831,0.086292402,0.033696868,0.547867299,0.062656642,0.52523172,0.065538831,0.165098096,0.29154129,0.36295523,Operations
rwmcgwi,0.283579095,0.247412354,0.044230165,0.278606184,0.327436582,1,0.923747277,0.193114241,1,0.457766367,0.485220644,0.039513051,0.059766764,0.072496263,0.2533,0.052305404,0.5509,0.9733939,0.263773286,0.429487179,0.0447,0.978873239,0.7413,0.52,0.042372881,0.52,1,0.526315789,0.7692,0.727272727,0.025,0.727272727,1,0.8,1,0.472837022,0.651685393,1,0.538461538,0.334404246,0.732142857,1,0.603174603,0.238076817,0.215151515,0.353558433,0.784848485,1,0.441425229,0.942775393,0.558574771,0.159771429,0.012790998,0.35835699,0.167068587,0.183574766,0.015932741,0.113904444,0.27874737,1,0.551933283,0.253271028,0.213740458,1,0.435859628,0.283309453,1,0.484757695,0.694895169,0.7834034,0.9,0.392857143,0.311578471,0.8114,0.144572748,0.073199762,0.80564877,0.522906793,0.94235589,0.34346035,0.100762221,0.475202121,0.257305831,0.520177345,Director
saikou,0.016517872,0.033722871,0.176920658,0.023701146,0.637850467,0.063294515,0.097312999,0.426604069,0.065206051,0.523234917,0.029312594,0.019704942,0.503180493,0.044843049,0.3141,0.02726822,0.5759,0.080467229,0.334324217,0.16025641,0.2016,0.094190141,0.8629,0.16,0.225988701,0.16,1,0.210526316,1,0.454545455,0.242857143,0.454545455,1,0.5,1,0.027444668,0.640449438,0.070151095,0.615384615,0.021185454,0.857142857,0.072697135,0.793650794,0.023321359,0.755821372,0.006516036,0.244178628,0.076627827,0.69353968,0.036480687,0.30646032,0.054828571,0.01307553,0.20438437,0.062532501,0.055905325,0.003815286,0.005302037,0.218962743,0.034312108,0.239575436,0.00953271,0.135797509,0.032935832,0.219109407,0.017140205,0.065764822,0.03042703,0.015314494,0.038018644,0.33,0.25,0.013613749,0.5984,0.009699769,0.082721682,0.056347875,0.617693523,0.047619048,0.266220391,0.05526479,0.336152062,0.107083451,0.43832393,GradStudent
sarowe,0.099541913,0.09048414,0.049470705,0.100455188,0.345627503,0.326429016,0.186637618,0.059780908,0.313380282,0.390500642,0.163274347,0.018363768,0.078982242,0.044095665,0.3315,0.02553297,0.5787,0.384166126,0.317479191,0.333333333,0.0878,0.407570423,0.7821,0.04,0.008474576,0.04,1,0.052631579,1,0.727272727,0.078571429,0.727272727,1,0.8,1,0.199758551,0.808988764,0.443724946,0.769230769,0.131955115,0.910714286,0.411674165,0.920634921,0.118983145,0.557256778,0.070153169,0.442743222,0.286360521,0.301061724,0.377443968,0.698938276,0.185371429,0.009855147,0.305969354,0.059579244,0.06410325,0.002868275,0.014714643,0.102364154,0.186077202,0.259540056,0.040373832,0.096826035,0.270300965,0.356531996,0.099523224,0.326662596,0.163231718,0.10437557,0.276366295,0.38,0.446428571,0.065038444,0.4816,0.150115473,0.215830192,0.326621924,0.719273302,0.343358396,0.38208033,0.196535032,0.365527533,0.463642058,0.313379606,PM
sdh11,0.021934664,0.052754591,0.211927471,0.02676189,0.489986649,0.071561917,0.132897603,0.545539906,0.083463745,0.753273427,0.03558859,0.013824409,0.267028889,0.044843049,0.4478,0.021566683,0.6493,0.075924724,0.280023781,0.16025641,0.2137,0.082746479,0.8034,0.08,0.084745763,0.08,1,0.105263158,1,0.363636364,0.171428571,0.363636364,1,0.3,0.75,0.030020121,0.505617978,0.050724638,0.373626374,0.02202356,0.5,0.04368932,0.158730159,0.026692456,0.573046252,0.015063045,0.426953748,0.095819054,0.838402015,0.025274201,0.161597985,0.102028571,0.003750647,0.320944682,0.259232312,0.925362326,0.038393182,0.007506255,0.234558733,0.057406796,0.411928228,0.00953271,0.102718629,0.036342987,0.212916544,0.023450283,0.07663484,0.038078412,0.014038286,0.036556388,0.23,0.178571429,0.020533695,0.6827,0.012009238,0.077563975,0.035234899,0.227962085,0.037593985,0.186405767,0.119578153,0.59295313,0.457055131,0.478199755,GradStudent
snyder84,0,0.00066778,1,0,0,0.009067473,0.015976761,0.489827856,0.009128847,0.555327343,0.002141222,0,0,0,0,0,0,0.009733939,0.237812128,0.032051282,0.3333,0.009683099,0.7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006012951,0.450549451,0,0.607142857,0.009590339,0.73015873,0,0.113875598,0.000423119,0.886124402,0.005071967,0.108511787,0.015498331,0.891488213,1,0.023318676,0.064604185,0.119267426,0,0.00593375,0,0,0.011877268,0.660096032,0,0,0.002839296,0.163078738,0,0.009742423,0.002314704,0,0.003107293,0,0.178571429,0.000407056,1,0,0,0.009228188,0.774407583,0.003759398,0.123583934,1,0.420298424,0.756141436,0.062950985,Operations
tandonr,0.0024409,0.004674457,0.220312336,0.003139225,0.483978638,0.026491244,0.044299201,0.472613459,0.026343245,0.48241335,0.008761783,0,0,0,0,0,0,0.045425049,0.432223543,0.064102564,0.1429,0.049295775,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.006036217,0.921348315,0.038082023,0.824175824,0.003492108,1,0.032678191,0.888888889,0.002376347,0.319298246,0.002961835,0.680701754,0.025771076,0.445204247,0.026227945,0.554795753,0.104771429,0.006841697,0.269036279,0.07375713,0.146425249,0.004477906,0.001251043,0.316994678,0.024084461,0.470053071,0.003738318,0.326637204,0.037478705,0.608375111,0.002698732,0.029338292,0.009721372,0.002917046,0.029062329,0.39,0.696428571,0.002170963,0.5854,0.002309469,0.121007737,0.021951902,0.574091627,0.026315789,0.33676622,0.097471844,0.375958953,0.282813929,0.396365605,Research
tcc,1,1,0.057017084,1,0.34012016,0.954662637,1,0.240375587,0.875847679,0.313735558,1,1,0.429366552,1,0.138,1,0.4162,1,0.28378914,1,0.1012,1,0.7372,0.6,0.014124294,0.6,1,0.789473684,1,0.545454545,0.021428571,0.454545455,0.8333,0.6,1,1,0.348314607,0.810823312,0.43956044,1,0.5,0.902912621,0.53968254,1,0.370015949,1,0.629984051,0.897189856,0.37142343,1,0.62857657,0.135142857,0.000232799,0.450050649,0.080051956,0.082917761,0.005143062,1,0.694516648,0.709996701,0.377558757,1,0.239453596,0.575809199,0.253022707,1,0.955517237,1,1,1,0.37,0.625,1,0.7391,1,0.143622297,1,0.765244866,1,0.381565396,0.168449995,0.333784302,0.439106812,0.309235729,Director
tkoehn,0.024776808,0.033722871,0.102819411,0.034296029,0.605974633,0.077073518,0.083514887,0.257276995,0.083854982,0.619255456,0.039206517,0.052099453,0.8922608,0.061285501,0.1624,0.075111552,0.6,0.119402985,0.409631391,0.166666667,0.1413,0.132922535,0.8207,0.36,0.338983051,0.36,1,0.368421053,0.7778,0.272727273,0.121428571,0.272727273,1,0.3,1,0.045472837,0.719101124,0.106999692,0.791208791,0.033617358,0.946428571,0.096258584,0.904761905,0.036529428,0.819298246,0.007193027,0.180701754,0.101028101,0.80619039,0.030996662,0.19380961,0.043457143,0.001319193,0.187459337,0.075773938,0.051587705,0.002747552,0.004348862,0.120435697,0.027053778,0.112964367,0.012523364,0.119592875,0.032935832,0.17634916,0.029397922,0.091720329,0.046628997,0.010391978,0.048437214,0.15,0.285714286,0.021709634,0.64,0.006466513,0.037095814,0.062779642,0.541706161,0.055137845,0.254376931,0.037962256,0.443105105,0.137156331,0.706679967,Research
totani,0.000635303,0,0.213918876,0.001648093,1,0.003200284,0.007988381,0.634428795,0.004173187,0.96970475,0.00098447,0,0,0,0,0,0,0.007138222,0.369401506,0.025641026,0.3636,0.008802817,0.9091,0,0,0,0,0,0,0,0,0,0,0,0,0.002173038,1,0.005087882,0.945054945,0.00097779,1,0.004143973,0.968253968,0.001326333,1,0,0,0.002878684,0.5546158,0.003576538,0.4453842,0,0.014368857,0.12414212,0.055488185,0.004599551,0.001895946,0.000536161,0.397821513,0,0,0.001682243,0.430427213,0,0.124152168,0.000658386,0.003358499,0.001033556,0.000455789,0.000548346,0.18,0.285714286,0.000678426,0.5357,0.000461894,0.070819282,0.000559284,0.301895735,0.003759398,0.261585994,0.086396858,0.166636565,0.084374441,0.284654776,GradStudent
vombo13,0.000401244,0.00066778,0.401110995,0.001177209,0.980140187,0.023290959,0.023238925,0.234115806,0.028429838,0.850834403,0.006374443,0.000206334,0.126159555,0.001494768,1,0.000495786,1,0.059052563,0.632778438,0.102564103,0.1758,0.065140845,0.8132,0,0,0,0,0,0,0.090909091,0.125,0.090909091,1,0.1,1,0.001609658,1,0.03916127,0.967032967,0.00065186,1,0.030665404,0.984126984,0.000663167,0.620255183,0.000423119,0.379744817,0.027690199,0.681662768,0.014306152,0.318337232,0.047628571,0,0.144284891,0.103406137,0.025724637,0.003335935,0.000238294,0.235796509,0.01121742,0.199646197,0.000747664,0.255122539,0.018739353,0.346800354,0.00054105,0.029046852,0.00805252,0.001276208,0.021933833,0.67,0.571428571,0.00027137,0.2857,0,0,0.012304251,0.300315956,0.021303258,0.306900103,0.161783727,0.906438869,0.334001832,0.731181344,GradStudent
zleffke,0.051860768,0.097161937,0.152080495,0.069847748,0.583444593,0.321095208,0.453159041,0.379655712,0.35732916,0.656225931,0.126701287,0.085216135,0.701696263,0.136023916,0.2203,0.114278632,0.5581,0.196625568,0.165279429,0.301282051,0.1551,0.215669014,0.8086,0.52,0.234463277,0.52,1,0.421052632,0.6154,0.909090909,0.1,0.909090909,1,1,1,0.059879276,0.415730337,0.2195498,0.340659341,0.057503376,0.642857143,0.261070329,0.380952381,0.064990329,0.611483254,0.032157062,0.388516746,0.409595613,0.763181573,0.148783977,0.236818427,0.0848,0,1,0.122541519,1,0.009895122,0.016620994,0.221314519,0.243813923,0.387414708,0.025981308,0.11932503,0.134582624,0.168976703,0.052794752,0.327235067,0.128993872,0.038742024,0.216413818,0.27,0.303571429,0.047761194,0.6769,0.017090069,0.047014481,0.174776286,0.263823065,0.244360902,0.276004119,0.120743511,0.540903288,0.226684744,0.442289412,Research
